OrderID,OrderYear,OrderMonth,OrderDay,OrderDate,ProductID,CustomerID,Region,Quantity,UnitPrice,ProductName,Category,TotalSales
ORD-1415,2022,12,7,2022-12-07 17:58:44.392414,P004,CUST-40,West,3,106.54,Wireless Mouse,Furniture,479.43
ORD-1416,2022,12,7,2022-12-07 17:58:44.392414,P010,CUST-10,South,4,96.12,Projector Screen,Accessories,576.72
ORD-1417,2022,12,8,2022-12-08 17:58:44.392414,P007,CUST-47,East,2,66.9,Filing Cabinet,Electronics,200.70000000000002
ORD-1418,2022,12,10,2022-12-10 17:58:44.392414,P003,CUST-33,South,8,56.57,Ergonomic Keyboard,Electronics,678.84
ORD-1419,2022,12,11,2022-12-11 17:58:44.392414,P006,CUST-11,East,3,55.78,Desk Lamp,Accessories,251.01
ORD-1420,2022,12,14,2022-12-14 17:58:44.392414,P008,CUST-24,West,6,114.5,Whiteboard,Storage,1030.5
ORD-1421,2022,12,15,2022-12-15 17:58:44.392414,P009,CUST-9,North,1,79.79,Conference Table,Furniture,119.685
ORD-1422,2022,12,15,2022-12-15 17:58:44.392414,P005,CUST-38,West,7,164.28,Monitor Stand,Office Equipment,1724.94
ORD-1423,2022,12,16,2022-12-16 17:58:44.392414,P010,CUST-12,South,9,142.71,Projector Screen,Storage,1926.585
ORD-1424,2022,12,17,2022-12-17 17:58:44.392414,P007,CUST-39,West,1,36.24,Filing Cabinet,Office Equipment,54.36
ORD-1425,2022,12,17,2022-12-17 17:58:44.392414,P004,CUST-40,East,2,106.11,Wireless Mouse,Electronics,318.33
ORD-1426,2022,12,18,2022-12-18 17:58:44.392414,P004,CUST-43,West,1,173.53,Wireless Mouse,Accessories,260.295
ORD-1427,2022,12,18,2022-12-18 17:58:44.392414,P008,CUST-17,North,6,81.28,Whiteboard,Office Equipment,731.52
ORD-1428,2022,12,18,2022-12-18 17:58:44.392414,P007,CUST-30,West,2,198.45,Filing Cabinet,Storage,595.3499999999999
ORD-1429,2022,12,19,2022-12-19 17:58:44.392414,P001,CUST-1,East,4,193.16,Premium Office Chair,Accessories,1158.96
ORD-1430,2022,12,19,2022-12-19 17:58:44.392414,P009,CUST-20,South,4,10.89,Conference Table,Office Equipment,65.34
ORD-1431,2022,12,19,2022-12-19 17:58:44.392414,P002,CUST-39,West,9,10.58,Standard Desk,Furniture,142.82999999999998
ORD-1432,2022,12,19,2022-12-19 17:58:44.392414,P001,CUST-24,North,4,66.9,Premium Office Chair,Electronics,401.40000000000003
ORD-1433,2022,12,19,2022-12-19 17:58:44.392414,P003,CUST-14,West,5,28.14,Ergonomic Keyboard,Office Equipment,211.04999999999998
ORD-1434,2022,12,20,2022-12-20 17:58:44.392414,P002,CUST-28,East,8,198.37,Standard Desk,Furniture,2380.44
ORD-1435,2022,12,20,2022-12-20 17:58:44.392414,P005,CUST-19,West,1,149.43,Monitor Stand,Furniture,224.145
ORD-1436,2022,12,21,2022-12-21 17:58:44.392414,P003,CUST-39,South,9,121.4,Ergonomic Keyboard,Storage,1638.9
ORD-1437,2022,12,21,2022-12-21 17:58:44.392414,P002,CUST-27,North,9,28.36,Standard Desk,Furniture,382.86
ORD-1438,2022,12,21,2022-12-21 17:58:44.392414,P009,CUST-33,North,5,170.57,Conference Table,Furniture,1279.2749999999999
ORD-1439,2022,12,21,2022-12-21 17:58:44.392414,P007,CUST-36,West,7,62.73,Filing Cabinet,Furniture,658.665
ORD-1440,2022,12,21,2022-12-21 17:58:44.392414,P006,CUST-23,West,5,104.82,Desk Lamp,Storage,786.1499999999999
ORD-1441,2022,12,22,2022-12-22 17:58:44.392414,P002,CUST-39,West,5,148.14,Standard Desk,Storage,1111.05
ORD-1442,2022,12,22,2022-12-22 17:58:44.392414,P003,CUST-17,South,5,51.54,Ergonomic Keyboard,Electronics,386.54999999999995
ORD-1443,2022,12,22,2022-12-22 17:58:44.392414,P006,CUST-40,West,3,34.06,Desk Lamp,Storage,153.27
ORD-1444,2022,12,22,2022-12-22 17:58:44.392414,P007,CUST-34,South,4,51.93,Filing Cabinet,Furniture,311.58
ORD-1445,2022,12,22,2022-12-22 17:58:44.392414,P002,CUST-13,West,5,76.52,Standard Desk,Storage,573.9
ORD-1446,2022,12,23,2022-12-23 17:58:44.392414,P010,CUST-18,East,1,32.92,Projector Screen,Furniture,49.38
ORD-1447,2022,12,23,2022-12-23 17:58:44.392414,P001,CUST-45,East,5,169.39,Premium Office Chair,Office Equipment,1270.425
ORD-1448,2022,12,25,2022-12-25 17:58:44.392414,P006,CUST-30,North,9,146.63,Desk Lamp,Electronics,1979.505
ORD-1449,2022,12,25,2022-12-25 17:58:44.392414,P010,CUST-11,South,8,110.94,Projector Screen,Accessories,1331.28
ORD-1450,2022,12,25,2022-12-25 17:58:44.392414,P007,CUST-5,North,6,75.28,Filing Cabinet,Office Equipment,677.52
ORD-1451,2022,12,26,2022-12-26 17:58:44.392414,P009,CUST-48,West,1,160.79,Conference Table,Accessories,241.185
ORD-1452,2022,12,28,2022-12-28 17:58:44.392414,P009,CUST-9,North,7,160.96,Conference Table,Accessories,1690.08
ORD-1453,2022,12,28,2022-12-28 17:58:44.392414,P008,CUST-22,South,6,167.72,Whiteboard,Storage,1509.48
ORD-1454,2022,12,29,2022-12-29 17:58:44.392414,P004,CUST-5,West,9,163.12,Wireless Mouse,Storage,2202.12
ORD-1455,2022,12,29,2022-12-29 17:58:44.392414,P010,CUST-12,East,8,163.93,Projector Screen,Furniture,1967.16
ORD-1456,2022,12,29,2022-12-29 17:58:44.392414,P003,CUST-4,North,1,121.2,Ergonomic Keyboard,Accessories,181.8
ORD-1457,2022,12,30,2022-12-30 17:58:44.392414,P004,CUST-2,South,3,26.28,Wireless Mouse,Furniture,118.26
ORD-1458,2022,12,30,2022-12-30 17:58:44.392414,P009,CUST-32,North,4,133.97,Conference Table,Furniture,803.8199999999999
ORD-1459,2022,12,31,2022-12-31 17:58:44.392414,P001,CUST-49,North,9,29.47,Premium Office Chair,Furniture,397.845
ORD-1460,2023,1,1,2023-01-01 17:58:44.392414,P008,CUST-2,East,7,164.62,Whiteboard,Storage,921.8720000000002
ORD-1461,2023,1,1,2023-01-01 17:58:44.392414,P005,CUST-7,South,9,192.28,Monitor Stand,Office Equipment,1384.4160000000002
ORD-1462,2023,1,1,2023-01-01 17:58:44.392414,P007,CUST-26,South,5,167.05,Filing Cabinet,Office Equipment,668.2
ORD-1463,2023,1,1,2023-01-01 17:58:44.392414,P010,CUST-2,West,6,74.42,Projector Screen,Accessories,357.216
ORD-1464,2023,1,1,2023-01-01 17:58:44.392414,P005,CUST-41,East,7,14.32,Monitor Stand,Office Equipment,80.19200000000001
ORD-1465,2023,1,2,2023-01-02 17:58:44.392414,P001,CUST-11,North,8,117.58,Premium Office Chair,Office Equipment,752.5120000000001
ORD-1466,2023,1,3,2023-01-03 17:58:44.392414,P009,CUST-25,West,3,131.82,Conference Table,Furniture,316.368
ORD-1467,2023,1,4,2023-01-04 17:58:44.392414,P008,CUST-36,West,8,10.86,Whiteboard,Furniture,69.504
ORD-1468,2023,1,4,2023-01-04 17:58:44.392414,P003,CUST-40,South,4,98.0,Ergonomic Keyboard,Office Equipment,313.6
ORD-1469,2023,1,4,2023-01-04 17:58:44.392414,P006,CUST-26,South,1,97.47,Desk Lamp,Accessories,77.976
ORD-1470,2023,1,4,2023-01-04 17:58:44.392414,P003,CUST-28,East,9,71.23,Ergonomic Keyboard,Office Equipment,512.8560000000001
ORD-1471,2023,1,5,2023-01-05 17:58:44.392414,P001,CUST-5,South,3,131.86,Premium Office Chair,Furniture,316.46400000000006
ORD-1472,2023,1,5,2023-01-05 17:58:44.392414,P001,CUST-11,North,8,107.41,Premium Office Chair,Office Equipment,687.424
ORD-1473,2023,1,6,2023-01-06 17:58:44.392414,P006,CUST-22,East,7,41.8,Desk Lamp,Office Equipment,234.07999999999998
ORD-1474,2023,1,6,2023-01-06 17:58:44.392414,P009,CUST-18,North,4,134.62,Conference Table,Storage,430.78400000000005
ORD-1475,2023,1,6,2023-01-06 17:58:44.392414,P003,CUST-26,South,7,122.68,Ergonomic Keyboard,Electronics,687.008
ORD-1476,2023,1,7,2023-01-07 17:58:44.392414,P005,CUST-15,East,2,131.15,Monitor Stand,Office Equipment,209.84000000000003
ORD-1477,2023,1,8,2023-01-08 17:58:44.392414,P003,CUST-5,South,4,22.1,Ergonomic Keyboard,Furniture,70.72000000000001
ORD-1478,2023,1,8,2023-01-08 17:58:44.392414,P004,CUST-31,East,4,104.44,Wireless Mouse,Electronics,334.208
ORD-1479,2023,1,8,2023-01-08 17:58:44.392414,P007,CUST-42,South,6,165.09,Filing Cabinet,Furniture,792.432
ORD-1480,2023,1,8,2023-01-08 17:58:44.392414,P003,CUST-14,East,3,144.85,Ergonomic Keyboard,Electronics,347.64
ORD-1481,2023,1,9,2023-01-09 17:58:44.392414,P004,CUST-40,West,3,72.56,Wireless Mouse,Furniture,174.144
ORD-1482,2023,1,10,2023-01-10 17:58:44.392414,P010,CUST-29,East,8,147.74,Projector Screen,Office Equipment,945.5360000000001
ORD-1483,2023,1,10,2023-01-10 17:58:44.392414,P001,CUST-13,West,7,140.24,Premium Office Chair,Office Equipment,785.344
ORD-1484,2023,1,11,2023-01-11 17:58:44.392414,P007,CUST-10,East,3,177.92,Filing Cabinet,Office Equipment,427.00800000000004
ORD-1485,2023,1,11,2023-01-11 17:58:44.392414,P006,CUST-10,South,5,12.37,Desk Lamp,Office Equipment,49.48
ORD-1486,2023,1,11,2023-01-11 17:58:44.392414,P003,CUST-5,West,7,191.37,Ergonomic Keyboard,Furniture,1071.6720000000003
ORD-1487,2023,1,11,2023-01-11 17:58:44.392414,P010,CUST-15,South,3,181.01,Projector Screen,Furniture,434.424
ORD-1488,2023,1,11,2023-01-11 17:58:44.392414,P005,CUST-17,North,7,35.99,Monitor Stand,Storage,201.544
ORD-1489,2023,1,11,2023-01-11 17:58:44.392414,P003,CUST-19,East,7,128.68,Ergonomic Keyboard,Electronics,720.6080000000001
ORD-1490,2023,1,13,2023-01-13 17:58:44.392414,P007,CUST-9,West,6,192.92,Filing Cabinet,Storage,926.0160000000001
ORD-1491,2023,1,13,2023-01-13 17:58:44.392414,P006,CUST-17,East,2,192.63,Desk Lamp,Accessories,308.208
ORD-1492,2023,1,14,2023-01-14 17:58:44.392414,P008,CUST-2,South,8,21.71,Whiteboard,Accessories,138.94400000000002
ORD-1493,2023,1,14,2023-01-14 17:58:44.392414,P006,CUST-47,West,1,104.88,Desk Lamp,Accessories,83.904
ORD-1494,2023,1,14,2023-01-14 17:58:44.392414,P005,CUST-37,North,1,14.47,Monitor Stand,Furniture,11.576
ORD-1495,2023,1,15,2023-01-15 17:58:44.392414,P009,CUST-17,West,9,70.26,Conference Table,Storage,505.87200000000007
ORD-1496,2023,1,15,2023-01-15 17:58:44.392414,P003,CUST-32,West,5,73.68,Ergonomic Keyboard,Accessories,294.72
ORD-1497,2023,1,16,2023-01-16 17:58:44.392414,P002,CUST-22,East,1,198.75,Standard Desk,Storage,159.0
ORD-1498,2023,1,17,2023-01-17 17:58:44.392414,P002,CUST-43,East,7,171.67,Standard Desk,Electronics,961.3519999999999
ORD-1499,2023,1,17,2023-01-17 17:58:44.392414,P003,CUST-29,West,4,136.94,Ergonomic Keyboard,Office Equipment,438.208
ORD-1500,2023,1,18,2023-01-18 17:58:44.392414,P007,CUST-5,North,5,113.35,Filing Cabinet,Storage,453.40000000000003
ORD-1501,2023,1,18,2023-01-18 17:58:44.392414,P002,CUST-36,East,1,193.19,Standard Desk,Electronics,154.55200000000002
ORD-1502,2023,1,18,2023-01-18 17:58:44.392414,P007,CUST-34,West,4,134.61,Filing Cabinet,Storage,430.75200000000007
ORD-1503,2023,1,20,2023-01-20 17:58:44.392414,P010,CUST-43,South,3,80.26,Projector Screen,Accessories,192.62400000000002
ORD-1504,2023,1,21,2023-01-21 17:58:44.392414,P010,CUST-12,East,4,12.7,Projector Screen,Accessories,40.64
ORD-1505,2023,1,21,2023-01-21 17:58:44.392414,P003,CUST-14,East,3,43.57,Ergonomic Keyboard,Furniture,104.56800000000001
ORD-1506,2023,1,23,2023-01-23 17:58:44.392414,P008,CUST-46,North,1,113.1,Whiteboard,Office Equipment,90.48
ORD-1507,2023,1,24,2023-01-24 17:58:44.392414,P007,CUST-1,North,7,41.33,Filing Cabinet,Office Equipment,231.448
ORD-1508,2023,1,24,2023-01-24 17:58:44.392414,P006,CUST-35,North,9,181.61,Desk Lamp,Accessories,1307.5920000000003
ORD-1509,2023,1,24,2023-01-24 17:58:44.392414,P001,CUST-37,East,9,15.98,Premium Office Chair,Office Equipment,115.056
ORD-1510,2023,1,27,2023-01-27 17:58:44.392414,P002,CUST-7,West,2,16.53,Standard Desk,Accessories,26.448000000000004
ORD-1511,2023,1,28,2023-01-28 17:58:44.392414,P009,CUST-16,South,7,139.05,Conference Table,Electronics,778.6800000000002
ORD-1512,2023,1,29,2023-01-29 17:58:44.392414,P006,CUST-29,South,3,107.66,Desk Lamp,Accessories,258.384
ORD-1513,2023,1,29,2023-01-29 17:58:44.392414,P010,CUST-7,North,9,194.96,Projector Screen,Furniture,1403.7120000000002
ORD-1514,2023,1,29,2023-01-29 17:58:44.392414,P006,CUST-42,West,4,199.3,Desk Lamp,Office Equipment,637.7600000000001
ORD-1515,2023,1,29,2023-01-29 17:58:44.392414,P007,CUST-16,East,1,98.27,Filing Cabinet,Accessories,78.616
ORD-1516,2023,1,31,2023-01-31 17:58:44.392414,P005,CUST-27,West,9,81.36,Monitor Stand,Accessories,585.792
ORD-1517,2023,1,31,2023-01-31 17:58:44.392414,P008,CUST-28,East,5,92.82,Whiteboard,Office Equipment,371.28
ORD-1518,2023,2,1,2023-02-01 17:58:44.392414,P002,CUST-21,West,3,117.51,Standard Desk,Furniture,246.77100000000002
ORD-1519,2023,2,1,2023-02-01 17:58:44.392414,P001,CUST-3,North,1,10.36,Premium Office Chair,Furniture,7.251999999999999
ORD-1520,2023,2,2,2023-02-02 17:58:44.392414,P003,CUST-2,West,6,46.91,Ergonomic Keyboard,Storage,197.02199999999996
ORD-1521,2023,2,3,2023-02-03 17:58:44.392414,P002,CUST-38,North,2,128.27,Standard Desk,Accessories,179.578
ORD-1522,2023,2,3,2023-02-03 17:58:44.392414,P006,CUST-17,South,5,88.02,Desk Lamp,Office Equipment,308.06999999999994
ORD-1523,2023,2,3,2023-02-03 17:58:44.392414,P002,CUST-39,West,1,172.99,Standard Desk,Storage,121.093
ORD-1524,2023,2,4,2023-02-04 17:58:44.392414,P006,CUST-38,East,2,44.3,Desk Lamp,Storage,62.01999999999999
ORD-1525,2023,2,6,2023-02-06 17:58:44.392414,P003,CUST-20,South,1,106.85,Ergonomic Keyboard,Accessories,74.79499999999999
ORD-1526,2023,2,7,2023-02-07 17:58:44.392414,P008,CUST-32,East,3,48.22,Whiteboard,Accessories,101.26199999999999
ORD-1527,2023,2,7,2023-02-07 17:58:44.392414,P009,CUST-43,South,1,62.28,Conference Table,Electronics,43.596
ORD-1528,2023,2,8,2023-02-08 17:58:44.392414,P002,CUST-37,South,2,111.0,Standard Desk,Furniture,155.39999999999998
ORD-1529,2023,2,9,2023-02-09 17:58:44.392414,P007,CUST-16,East,1,55.03,Filing Cabinet,Accessories,38.521
ORD-1530,2023,2,9,2023-02-09 17:58:44.392414,P010,CUST-20,West,4,117.93,Projector Screen,Electronics,330.204
ORD-1531,2023,2,9,2023-02-09 17:58:44.392414,P008,CUST-26,East,5,191.26,Whiteboard,Electronics,669.41
ORD-1532,2023,2,11,2023-02-11 17:58:44.392414,P005,CUST-7,North,8,67.71,Monitor Stand,Electronics,379.17599999999993
ORD-1533,2023,2,12,2023-02-12 17:58:44.392414,P003,CUST-2,North,5,143.13,Ergonomic Keyboard,Furniture,500.9549999999999
ORD-1534,2023,2,12,2023-02-12 17:58:44.392414,P004,CUST-43,South,2,115.94,Wireless Mouse,Furniture,162.31599999999997
ORD-1535,2023,2,12,2023-02-12 17:58:44.392414,P004,CUST-13,North,4,183.13,Wireless Mouse,Furniture,512.764
ORD-1536,2023,2,13,2023-02-13 17:58:44.392414,P003,CUST-45,South,7,85.36,Ergonomic Keyboard,Furniture,418.26399999999995
ORD-1537,2023,2,13,2023-02-13 17:58:44.392414,P004,CUST-23,South,3,115.78,Wireless Mouse,Furniture,243.138
ORD-1538,2023,2,14,2023-02-14 17:58:44.392414,P005,CUST-7,North,8,161.92,Monitor Stand,Electronics,906.7519999999998
ORD-1539,2023,2,15,2023-02-15 17:58:44.392414,P009,CUST-8,West,3,40.3,Conference Table,Furniture,84.63
ORD-1540,2023,2,15,2023-02-15 17:58:44.392414,P009,CUST-9,West,1,109.09,Conference Table,Furniture,76.363
ORD-1541,2023,2,15,2023-02-15 17:58:44.392414,P010,CUST-45,East,8,135.29,Projector Screen,Office Equipment,757.6239999999999
ORD-1542,2023,2,16,2023-02-16 17:58:44.392414,P009,CUST-39,North,1,93.31,Conference Table,Office Equipment,65.317
ORD-1543,2023,2,16,2023-02-16 17:58:44.392414,P002,CUST-35,West,7,52.69,Standard Desk,Electronics,258.181
ORD-1544,2023,2,18,2023-02-18 17:58:44.392414,P010,CUST-48,South,9,161.72,Projector Screen,Electronics,1018.8359999999999
ORD-1545,2023,2,18,2023-02-18 17:58:44.392414,P007,CUST-30,South,6,112.69,Filing Cabinet,Accessories,473.29799999999994
ORD-1546,2023,2,20,2023-02-20 17:58:44.392414,P007,CUST-30,North,6,149.42,Filing Cabinet,Furniture,627.564
ORD-1547,2023,2,20,2023-02-20 17:58:44.392414,P005,CUST-11,West,9,187.0,Monitor Stand,Office Equipment,1178.1
ORD-1548,2023,2,20,2023-02-20 17:58:44.392414,P009,CUST-12,East,1,134.25,Conference Table,Office Equipment,93.975
ORD-1549,2023,2,20,2023-02-20 17:58:44.392414,P006,CUST-48,South,7,149.53,Desk Lamp,Storage,732.697
ORD-1550,2023,2,20,2023-02-20 17:58:44.392414,P001,CUST-29,South,2,159.11,Premium Office Chair,Storage,222.75400000000002
ORD-1551,2023,2,21,2023-02-21 17:58:44.392414,P005,CUST-38,South,1,84.84,Monitor Stand,Electronics,59.388
ORD-1552,2023,2,21,2023-02-21 17:58:44.392414,P001,CUST-30,South,7,186.92,Premium Office Chair,Electronics,915.9079999999998
ORD-1553,2023,2,21,2023-02-21 17:58:44.392414,P009,CUST-12,East,1,184.81,Conference Table,Accessories,129.367
ORD-1554,2023,2,21,2023-02-21 17:58:44.392414,P008,CUST-27,East,3,134.82,Whiteboard,Office Equipment,283.12199999999996
ORD-1555,2023,2,22,2023-02-22 17:58:44.392414,P006,CUST-19,South,2,27.26,Desk Lamp,Accessories,38.164
ORD-1556,2023,2,22,2023-02-22 17:58:44.392414,P001,CUST-48,West,7,69.41,Premium Office Chair,Accessories,340.109
ORD-1557,2023,2,22,2023-02-22 17:58:44.392414,P001,CUST-43,North,5,197.49,Premium Office Chair,Storage,691.215
ORD-1558,2023,2,22,2023-02-22 17:58:44.392414,P010,CUST-48,South,1,50.05,Projector Screen,Office Equipment,35.035
ORD-1559,2023,2,23,2023-02-23 17:58:44.392414,P010,CUST-39,East,7,152.67,Projector Screen,Furniture,748.0829999999999
ORD-1560,2023,2,23,2023-02-23 17:58:44.392414,P003,CUST-37,East,6,155.46,Ergonomic Keyboard,Storage,652.9319999999999
ORD-1561,2023,2,24,2023-02-24 17:58:44.392414,P003,CUST-39,North,6,47.7,Ergonomic Keyboard,Storage,200.34000000000003
ORD-1562,2023,2,24,2023-02-24 17:58:44.392414,P005,CUST-5,West,8,112.89,Monitor Stand,Office Equipment,632.184
ORD-1563,2023,2,25,2023-02-25 17:58:44.392414,P004,CUST-12,East,3,139.52,Wireless Mouse,Storage,292.992
ORD-1564,2023,2,25,2023-02-25 17:58:44.392414,P010,CUST-31,North,9,65.65,Projector Screen,Electronics,413.59499999999997
ORD-1565,2023,2,25,2023-02-25 17:58:44.392414,P010,CUST-24,North,3,143.28,Projector Screen,Electronics,300.888
ORD-1566,2023,2,28,2023-02-28 17:58:44.392414,P008,CUST-34,East,6,75.11,Whiteboard,Electronics,315.46199999999993
ORD-1567,2023,2,28,2023-02-28 17:58:44.392414,P010,CUST-7,North,4,163.17,Projector Screen,Storage,456.8759999999999
ORD-1568,2023,2,28,2023-02-28 17:58:44.392414,P004,CUST-12,South,3,108.68,Wireless Mouse,Accessories,228.228
ORD-1569,2023,2,28,2023-02-28 17:58:44.392414,P006,CUST-48,North,5,59.58,Desk Lamp,Storage,208.52999999999997
ORD-1570,2023,3,1,2023-03-01 17:58:44.392414,P010,CUST-9,West,4,133.05,Projector Screen,Electronics,478.9800000000001
ORD-1571,2023,3,1,2023-03-01 17:58:44.392414,P008,CUST-5,East,9,179.2,Whiteboard,Furniture,1451.52
ORD-1572,2023,3,1,2023-03-01 17:58:44.392414,P008,CUST-46,South,6,199.22,Whiteboard,Furniture,1075.788
ORD-1573,2023,3,2,2023-03-02 17:58:44.392414,P005,CUST-20,West,4,48.03,Monitor Stand,Storage,172.90800000000002
ORD-1574,2023,3,3,2023-03-03 17:58:44.392414,P008,CUST-15,North,6,104.28,Whiteboard,Electronics,563.1120000000001
ORD-1575,2023,3,3,2023-03-03 17:58:44.392414,P003,CUST-29,West,9,77.87,Ergonomic Keyboard,Electronics,630.7470000000001
ORD-1576,2023,3,5,2023-03-05 17:58:44.392414,P005,CUST-30,North,2,189.77,Monitor Stand,Furniture,341.586
ORD-1577,2023,3,6,2023-03-06 17:58:44.392414,P001,CUST-29,East,1,14.23,Premium Office Chair,Storage,12.807
ORD-1578,2023,3,6,2023-03-06 17:58:44.392414,P002,CUST-10,South,2,75.42,Standard Desk,Furniture,135.756
ORD-1579,2023,3,6,2023-03-06 17:58:44.392414,P009,CUST-42,North,5,76.5,Conference Table,Electronics,344.25
ORD-1580,2023,3,6,2023-03-06 17:58:44.392414,P002,CUST-44,North,6,46.94,Standard Desk,Storage,253.476
ORD-1581,2023,3,7,2023-03-07 17:58:44.392414,P007,CUST-46,West,5,56.37,Filing Cabinet,Electronics,253.66499999999996
ORD-1582,2023,3,7,2023-03-07 17:58:44.392414,P003,CUST-18,West,1,101.71,Ergonomic Keyboard,Furniture,91.539
ORD-1583,2023,3,7,2023-03-07 17:58:44.392414,P003,CUST-22,North,9,71.96,Ergonomic Keyboard,Electronics,582.876
ORD-1584,2023,3,8,2023-03-08 17:58:44.392414,P007,CUST-6,West,8,166.84,Filing Cabinet,Office Equipment,1201.248
ORD-1585,2023,3,10,2023-03-10 17:58:44.392414,P010,CUST-5,South,2,171.53,Projector Screen,Furniture,308.754
ORD-1586,2023,3,10,2023-03-10 17:58:44.392414,P002,CUST-12,East,2,115.75,Standard Desk,Electronics,208.35
ORD-1587,2023,3,10,2023-03-10 17:58:44.392414,P003,CUST-10,South,5,95.78,Ergonomic Keyboard,Accessories,431.01
ORD-1588,2023,3,11,2023-03-11 17:58:44.392414,P002,CUST-30,West,2,196.48,Standard Desk,Storage,353.664
ORD-1589,2023,3,12,2023-03-12 17:58:44.392414,P006,CUST-21,West,4,197.5,Desk Lamp,Storage,711.0
ORD-1590,2023,3,12,2023-03-12 17:58:44.392414,P003,CUST-43,East,9,96.16,Ergonomic Keyboard,Furniture,778.896
ORD-1591,2023,3,12,2023-03-12 17:58:44.392414,P006,CUST-34,West,2,154.0,Desk Lamp,Furniture,277.2
ORD-1592,2023,3,13,2023-03-13 17:58:44.392414,P007,CUST-48,North,9,36.11,Filing Cabinet,Electronics,292.49100000000004
ORD-1593,2023,3,13,2023-03-13 17:58:44.392414,P002,CUST-35,North,2,134.65,Standard Desk,Electronics,242.37
ORD-1594,2023,3,14,2023-03-14 17:58:44.392414,P001,CUST-31,South,1,130.77,Premium Office Chair,Storage,117.69300000000001
ORD-1595,2023,3,15,2023-03-15 17:58:44.392414,P006,CUST-39,West,8,116.64,Desk Lamp,Storage,839.808
ORD-1596,2023,3,15,2023-03-15 17:58:44.392414,P007,CUST-23,East,1,189.53,Filing Cabinet,Furniture,170.577
ORD-1597,2023,3,16,2023-03-16 17:58:44.392414,P009,CUST-45,North,6,48.47,Conference Table,Office Equipment,261.738
ORD-1598,2023,3,17,2023-03-17 17:58:44.392414,P008,CUST-19,North,8,104.59,Whiteboard,Office Equipment,753.048
ORD-1599,2023,3,17,2023-03-17 17:58:44.392414,P009,CUST-24,West,7,43.22,Conference Table,Office Equipment,272.286
ORD-1600,2023,3,18,2023-03-18 17:58:44.392414,P005,CUST-26,South,3,150.37,Monitor Stand,Furniture,405.999
ORD-1601,2023,3,19,2023-03-19 17:58:44.392414,P009,CUST-10,North,9,121.73,Conference Table,Electronics,986.0129999999999
ORD-1602,2023,3,19,2023-03-19 17:58:44.392414,P004,CUST-41,South,3,72.17,Wireless Mouse,Office Equipment,194.859
ORD-1603,2023,3,20,2023-03-20 17:58:44.392414,P002,CUST-10,East,6,65.28,Standard Desk,Electronics,352.512
ORD-1604,2023,3,20,2023-03-20 17:58:44.392414,P004,CUST-21,West,9,63.63,Wireless Mouse,Electronics,515.4030000000001
ORD-1605,2023,3,20,2023-03-20 17:58:44.392414,P001,CUST-12,South,6,129.33,Premium Office Chair,Office Equipment,698.3820000000001
ORD-1606,2023,3,22,2023-03-22 17:58:44.392414,P001,CUST-4,North,7,21.73,Premium Office Chair,Furniture,136.89900000000003
ORD-1607,2023,3,23,2023-03-23 17:58:44.392414,P002,CUST-41,North,1,54.2,Standard Desk,Electronics,48.78
ORD-1608,2023,3,23,2023-03-23 17:58:44.392414,P010,CUST-1,East,8,19.95,Projector Screen,Accessories,143.64
ORD-1609,2023,3,23,2023-03-23 17:58:44.392414,P002,CUST-16,East,2,27.69,Standard Desk,Storage,49.842000000000006
ORD-1610,2023,3,23,2023-03-23 17:58:44.392414,P009,CUST-19,North,2,105.81,Conference Table,Furniture,190.458
ORD-1611,2023,3,24,2023-03-24 17:58:44.392414,P006,CUST-28,East,1,132.3,Desk Lamp,Office Equipment,119.07000000000001
ORD-1612,2023,3,25,2023-03-25 17:58:44.392414,P008,CUST-3,West,7,90.91,Whiteboard,Office Equipment,572.7330000000001
ORD-1613,2023,3,26,2023-03-26 17:58:44.392414,P006,CUST-49,South,2,10.67,Desk Lamp,Electronics,19.206
ORD-1614,2023,3,26,2023-03-26 17:58:44.392414,P002,CUST-1,North,1,131.87,Standard Desk,Electronics,118.683
ORD-1615,2023,3,26,2023-03-26 17:58:44.392414,P010,CUST-46,East,8,53.91,Projector Screen,Electronics,388.152
ORD-1616,2023,3,27,2023-03-27 17:58:44.392414,P005,CUST-22,South,2,48.05,Monitor Stand,Office Equipment,86.49
ORD-1617,2023,3,27,2023-03-27 17:58:44.392414,P008,CUST-18,North,1,197.48,Whiteboard,Furniture,177.732
ORD-1618,2023,3,27,2023-03-27 17:58:44.392414,P004,CUST-7,West,4,30.55,Wireless Mouse,Office Equipment,109.98
ORD-1619,2023,3,28,2023-03-28 17:58:44.392414,P003,CUST-11,East,9,48.28,Ergonomic Keyboard,Office Equipment,391.068
ORD-1620,2023,3,30,2023-03-30 17:58:44.392414,P006,CUST-24,South,5,157.72,Desk Lamp,Furniture,709.74
ORD-1621,2023,3,31,2023-03-31 17:58:44.392414,P005,CUST-38,South,6,41.23,Monitor Stand,Storage,222.642
ORD-1622,2023,4,1,2023-04-01 17:58:44.392414,P002,CUST-9,South,2,39.65,Standard Desk,Storage,79.3
ORD-1623,2023,4,2,2023-04-02 17:58:44.392414,P010,CUST-20,South,9,174.19,Projector Screen,Storage,1567.71
ORD-1624,2023,4,2,2023-04-02 17:58:44.392414,P006,CUST-21,North,2,41.64,Desk Lamp,Storage,83.28
