SKU,Description,Property,Product,Territory,Channel,Sales Type,Units,Price,Return Units,Royalty %,Royalty Pay,MONTH,YEAR,Gross Sales,Returns,Net Units,Net Sales,Royalty Payable
SKU811,Tablet Case,Size-Large,Office Supplies,Canada,Wholesale,Reseller,71,51.95,8,0.0367,Not Applicable,10,2023,3688.45,415.6,63,3272.85,120.11
SKU812,Desk Lamp,Style-Modern,Accessories,Asia,Retail,Subscription,50,72.12,0,0.0303,Processing,7,2023,3606.0,0.0,50,3606.0,109.26
SKU813,Notebook,Size-Medium,Office Supplies,USA,Retail,Subscription,152,40.96,0,0.0532,Not Applicable,9,2023,6225.92,0.0,152,6225.92,331.22
SKU814,Water Bottle,Material-Steel,Furniture,Canada,Distributor,Reseller,68,86.96,5,0.0611,Not Applicable,11,2025,5913.28,434.8,63,5478.48,334.74
SKU815,Tablet Case,Size-Large,Stationery,Asia,Wholesale,Direct,8,96.73,9,0.0217,Pending,10,2024,773.84,870.57,-1,-96.73,-2.1
SKU816,Pen Set,Size-Large,Apparel,Asia,Retail,Direct,27,58.54,6,0.025,Pending,10,2023,1580.58,351.24,21,1229.34,30.73
SKU817,Sneakers,Material-Steel,Accessories,USA,Retail,Subscription,138,96.6,6,0.0378,Not Applicable,10,2024,13330.8,579.6,132,12751.2,482.0
SKU818,Tablet Case,Fit-10 inch,Home Goods,Canada,Distributor,Reseller,135,25.97,8,0.0455,Paid,2,2025,3505.95,207.76,127,3298.19,150.07
SKU819,Notebook,Style-Modern,Electronics,USA,Retail,Direct,155,84.42,2,0.0705,Processing,2,2025,13085.1,168.84,153,12916.26,910.6
SKU820,Coffee Mug,Color-Black,Footwear,Europe,Distributor,Subscription,124,91.26,7,0.0114,Paid,9,2024,11316.24,638.82,117,10677.42,121.72
SKU821,Notebook,Material-Steel,Stationery,Asia,Online,Subscription,27,22.46,3,0.0818,Processing,8,2024,606.42,67.38,24,539.04,44.09
SKU822,Backpack,Size-9,Furniture,Canada,Online,Reseller,62,46.02,7,0.0944,Processing,10,2025,2853.24,322.14,55,2531.1,238.94
SKU823,T-Shirt,Color-Black,Furniture,Europe,Online,Direct,21,72.0,3,0.0587,Paid,3,2024,1512.0,216.0,18,1296.0,76.08
SKU824,T-Shirt,Style-Modern,Home Goods,Canada,Distributor,Reseller,68,58.87,5,0.0624,Paid,8,2025,4003.16,294.35,63,3708.81,231.43
SKU825,Sneakers,Type-Lined,Stationery,Asia,Retail,Subscription,154,40.31,5,0.0817,Pending,12,2024,6207.74,201.55,149,6006.19,490.71
SKU826,Pen Set,Size-Large,Office Supplies,Asia,Retail,Direct,152,45.24,4,0.0848,Paid,11,2025,6876.48,180.96,148,6695.52,567.78
SKU827,Coffee Mug,Material-Steel,Office Supplies,Australia,Online,Direct,166,46.64,6,0.0156,Processing,7,2025,7742.24,279.84,160,7462.4,116.41
SKU828,Tablet Case,Wireless,Stationery,Europe,Online,Reseller,148,19.69,6,0.0429,Paid,2,2024,2914.12,118.14,142,2795.98,119.95
SKU829,Sneakers,Size-9,Electronics,USA,Wholesale,Subscription,32,6.25,7,0.0389,Processing,3,2025,200.0,43.75,25,156.25,6.08
SKU830,Tablet Case,Fit-10 inch,Electronics,USA,Distributor,Reseller,68,58.66,2,0.0311,Paid,8,2025,3988.88,117.32,66,3871.56,120.41
SKU831,Desk Lamp,Wireless,Furniture,Europe,Distributor,Direct,90,47.69,4,0.0518,Paid,1,2023,4292.1,190.76,86,4101.34,212.45
SKU832,Desk Lamp,Material-Steel,Office Supplies,Australia,Online,Reseller,66,79.73,5,0.0772,Paid,3,2024,5262.18,398.65,61,4863.53,375.46
SKU833,Sneakers,Wireless,Electronics,Europe,Retail,Direct,114,21.86,7,0.0518,Paid,12,2024,2492.04,153.02,107,2339.02,121.16
SKU834,Backpack,Color-Blue,Accessories,Canada,Online,Direct,60,61.51,2,0.0313,Not Applicable,5,2024,3690.6,123.02,58,3567.58,111.67
SKU835,Desk Lamp,Size-9,Home Goods,Canada,Retail,Direct,136,51.42,9,0.0612,Paid,6,2024,6993.12,462.78,127,6530.34,399.66
SKU836,Notebook,Color-Black,Apparel,Asia,Online,Subscription,72,39.03,3,0.016,Pending,5,2025,2810.16,117.09,69,2693.07,43.09
SKU837,Headphones,Color-Black,Stationery,Canada,Online,Direct,88,44.15,4,0.046,Pending,4,2024,3885.2,176.6,84,3708.6,170.6
SKU838,Sneakers,Size-Large,Home Goods,Asia,Distributor,Direct,150,70.04,8,0.0393,Pending,4,2023,10506.0,560.32,142,9945.68,390.87
SKU839,Notebook,Size-Large,Footwear,USA,Online,Direct,25,94.53,1,0.086,Paid,2,2024,2363.25,94.53,24,2268.72,195.11
SKU840,Headphones,Color-Blue,Home Goods,Europe,Wholesale,Reseller,173,62.62,9,0.0735,Pending,7,2023,10833.26,563.58,164,10269.68,754.82
SKU841,Desk Lamp,Size-Large,Accessories,Australia,Online,Direct,130,78.46,1,0.0619,Processing,10,2023,10199.8,78.46,129,10121.34,626.51
SKU842,Headphones,Style-Modern,Stationery,Canada,Distributor,Direct,78,77.64,6,0.0809,Paid,11,2023,6055.92,465.84,72,5590.08,452.24
SKU843,Desk Lamp,Size-Large,Home Goods,USA,Distributor,Subscription,183,11.03,8,0.0426,Not Applicable,8,2024,2018.49,88.24,175,1930.25,82.23
SKU844,Pen Set,Type-Lined,Furniture,Europe,Wholesale,Reseller,67,21.27,4,0.0635,Not Applicable,2,2025,1425.09,85.08,63,1340.01,85.09
SKU845,Headphones,Type-Lined,Office Supplies,Europe,Retail,Reseller,119,28.82,3,0.0349,Processing,4,2024,3429.58,86.46,116,3343.12,116.67
SKU846,Desk Lamp,Type-Lined,Furniture,Australia,Retail,Subscription,159,20.62,6,0.0183,Paid,6,2025,3278.58,123.72,153,3154.86,57.73
SKU847,Sneakers,Size-Medium,Apparel,Asia,Distributor,Reseller,34,82.27,1,0.0645,Processing,1,2024,2797.18,82.27,33,2714.91,175.11
SKU848,T-Shirt,Wireless,Stationery,Asia,Retail,Subscription,84,27.54,2,0.0845,Paid,9,2024,2313.36,55.08,82,2258.28,190.82
SKU849,T-Shirt,Size-9,Home Goods,Australia,Distributor,Reseller,31,86.21,1,0.0966,Processing,12,2024,2672.51,86.21,30,2586.3,249.84
SKU850,Headphones,Type-Lined,Home Goods,Canada,Wholesale,Reseller,117,67.5,1,0.0715,Paid,7,2023,7897.5,67.5,116,7830.0,559.84
SKU851,Pen Set,Size-Large,Furniture,Europe,Distributor,Reseller,49,30.13,6,0.055,Paid,7,2024,1476.37,180.78,43,1295.59,71.26
SKU852,T-Shirt,Wireless,Home Goods,USA,Retail,Direct,129,37.08,3,0.0956,Paid,3,2024,4783.32,111.24,126,4672.08,446.65
SKU853,Backpack,Style-Modern,Accessories,Asia,Wholesale,Direct,47,76.89,5,0.0487,Processing,2,2025,3613.83,384.45,42,3229.38,157.27
SKU854,Notebook,Material-Steel,Accessories,Europe,Wholesale,Subscription,157,98.2,7,0.0412,Paid,7,2023,15417.4,687.4,150,14730.0,606.88
SKU855,Tablet Case,Wireless,Apparel,USA,Retail,Direct,50,30.58,6,0.0999,Not Applicable,11,2023,1529.0,183.48,44,1345.52,134.42
SKU856,Water Bottle,Color-Black,Office Supplies,USA,Distributor,Direct,153,97.81,4,0.0594,Processing,4,2023,14964.93,391.24,149,14573.69,865.68
SKU857,Headphones,Size-9,Electronics,Canada,Retail,Direct,193,46.24,5,0.0842,Not Applicable,8,2025,8924.32,231.2,188,8693.12,731.96
SKU858,Tablet Case,Type-Lined,Electronics,Asia,Distributor,Direct,189,21.93,8,0.0328,Not Applicable,5,2025,4144.77,175.44,181,3969.33,130.19
SKU859,Water Bottle,Size-9,Electronics,USA,Wholesale,Subscription,86,84.31,1,0.0572,Paid,7,2025,7250.66,84.31,85,7166.35,409.92
SKU860,Sneakers,Wireless,Accessories,USA,Wholesale,Direct,38,63.76,9,0.0402,Processing,1,2024,2422.88,573.84,29,1849.04,74.33
SKU861,Pen Set,Color-Black,Stationery,USA,Online,Subscription,49,56.18,7,0.0608,Not Applicable,7,2025,2752.82,393.26,42,2359.56,143.46
SKU862,Desk Lamp,Material-Steel,Footwear,Australia,Distributor,Reseller,89,17.58,8,0.0234,Processing,1,2023,1564.62,140.64,81,1423.98,33.32
SKU863,Coffee Mug,Type-Lined,Footwear,Canada,Distributor,Subscription,175,51.41,7,0.0248,Processing,12,2024,8996.75,359.87,168,8636.88,214.19
SKU864,Sneakers,Size-Large,Stationery,Canada,Retail,Direct,83,21.5,3,0.0942,Pending,8,2024,1784.5,64.5,80,1720.0,162.02
SKU865,Headphones,Size-9,Stationery,Australia,Wholesale,Subscription,105,88.84,8,0.0259,Paid,10,2023,9328.2,710.72,97,8617.48,223.19
SKU866,T-Shirt,Size-9,Stationery,Australia,Retail,Reseller,15,29.97,4,0.0738,Processing,12,2025,449.55,119.88,11,329.67,24.33
SKU867,Sneakers,Material-Steel,Electronics,Canada,Distributor,Direct,145,20.37,0,0.0139,Pending,8,2024,2953.65,0.0,145,2953.65,41.06
SKU868,Sneakers,Size-9,Apparel,Canada,Wholesale,Reseller,56,7.01,0,0.0538,Not Applicable,10,2023,392.56,0.0,56,392.56,21.12
SKU869,Water Bottle,Size-Medium,Apparel,Australia,Distributor,Subscription,187,59.84,6,0.0833,Not Applicable,12,2024,11190.08,359.04,181,10831.04,902.23
SKU870,Notebook,Wireless,Apparel,Australia,Retail,Subscription,21,40.47,6,0.0689,Not Applicable,2,2024,849.87,242.82,15,607.05,41.83
SKU871,T-Shirt,Style-Modern,Furniture,Europe,Distributor,Reseller,135,23.86,3,0.0205,Processing,6,2023,3221.1,71.58,132,3149.52,64.57
SKU872,Headphones,Fit-10 inch,Home Goods,Europe,Online,Reseller,39,87.27,3,0.081,Not Applicable,3,2023,3403.53,261.81,36,3141.72,254.48
SKU873,Tablet Case,Color-Blue,Apparel,Europe,Retail,Reseller,51,40.13,0,0.0315,Not Applicable,11,2023,2046.63,0.0,51,2046.63,64.47
SKU874,Notebook,Size-Large,Footwear,USA,Retail,Reseller,65,20.81,1,0.0557,Pending,6,2023,1352.65,20.81,64,1331.84,74.18
SKU875,T-Shirt,Style-Modern,Furniture,Canada,Distributor,Reseller,98,24.28,4,0.0274,Processing,4,2023,2379.44,97.12,94,2282.32,62.54
SKU876,Water Bottle,Wireless,Stationery,Asia,Online,Subscription,117,11.19,5,0.0324,Processing,3,2024,1309.23,55.95,112,1253.28,40.61
SKU877,T-Shirt,Wireless,Apparel,Asia,Retail,Direct,29,18.77,9,0.0135,Paid,10,2024,544.33,168.93,20,375.4,5.07
SKU878,Desk Lamp,Fit-10 inch,Furniture,USA,Online,Reseller,162,57.29,1,0.0503,Processing,8,2023,9280.98,57.29,161,9223.69,463.95
SKU879,Coffee Mug,Size-Medium,Furniture,Europe,Wholesale,Reseller,30,44.85,1,0.0986,Paid,11,2024,1345.5,44.85,29,1300.65,128.24
SKU880,Tablet Case,Wireless,Accessories,Canada,Wholesale,Reseller,1,63.59,8,0.0993,Pending,4,2025,63.59,508.72,-7,-445.13,-44.2
SKU881,Pen Set,Color-Blue,Stationery,Europe,Online,Subscription,144,63.47,4,0.0205,Processing,9,2024,9139.68,253.88,140,8885.8,182.16
SKU882,Sneakers,Material-Steel,Furniture,Canada,Wholesale,Reseller,99,37.08,4,0.0992,Not Applicable,8,2024,3670.92,148.32,95,3522.6,349.44
SKU883,Coffee Mug,Style-Modern,Electronics,USA,Distributor,Subscription,64,26.62,8,0.0563,Pending,2,2023,1703.68,212.96,56,1490.72,83.93
SKU884,Tablet Case,Material-Steel,Office Supplies,Canada,Wholesale,Subscription,176,71.71,0,0.0281,Pending,11,2025,12620.96,0.0,176,12620.96,354.65
SKU885,Pen Set,Material-Steel,Home Goods,Canada,Retail,Direct,15,15.57,8,0.0503,Not Applicable,4,2024,233.55,124.56,7,108.99,5.48
SKU886,T-Shirt,Type-Lined,Apparel,Asia,Retail,Reseller,175,6.71,8,0.0302,Paid,10,2025,1174.25,53.68,167,1120.57,33.84
SKU887,T-Shirt,Style-Modern,Apparel,Asia,Distributor,Subscription,63,55.63,2,0.0144,Paid,5,2023,3504.69,111.26,61,3393.43,48.87
SKU888,Tablet Case,Wireless,Stationery,USA,Online,Subscription,198,83.92,9,0.0321,Pending,1,2025,16616.16,755.28,189,15860.88,509.13
SKU889,T-Shirt,Wireless,Electronics,Asia,Retail,Direct,167,44.07,2,0.0622,Processing,4,2023,7359.69,88.14,165,7271.55,452.29
SKU890,Pen Set,Size-Medium,Home Goods,Asia,Wholesale,Subscription,1,77.23,9,0.089,Not Applicable,9,2023,77.23,695.07,-8,-617.84,-54.99
SKU891,Backpack,Material-Steel,Furniture,USA,Retail,Reseller,95,50.27,0,0.0868,Not Applicable,1,2025,4775.65,0.0,95,4775.65,414.53
SKU892,Tablet Case,Size-9,Home Goods,Asia,Retail,Subscription,50,56.5,4,0.0253,Processing,4,2024,2825.0,226.0,46,2599.0,65.75
SKU893,Notebook,Material-Steel,Apparel,Europe,Retail,Direct,142,49.56,2,0.03,Processing,12,2025,7037.52,99.12,140,6938.4,208.15
SKU894,Desk Lamp,Fit-10 inch,Office Supplies,Asia,Wholesale,Reseller,63,30.69,0,0.0719,Paid,12,2024,1933.47,0.0,63,1933.47,139.02
SKU895,Pen Set,Style-Modern,Accessories,Europe,Online,Direct,103,92.48,2,0.0865,Processing,8,2024,9525.44,184.96,101,9340.48,807.95
SKU896,Sneakers,Size-Medium,Furniture,Europe,Wholesale,Direct,128,70.58,6,0.0503,Pending,11,2025,9034.24,423.48,122,8610.76,433.12
SKU897,Coffee Mug,Size-Medium,Office Supplies,Australia,Retail,Reseller,51,38.45,4,0.0546,Not Applicable,6,2025,1960.95,153.8,47,1807.15,98.67
SKU898,Backpack,Size-9,Footwear,Asia,Online,Subscription,127,76.41,1,0.0428,Processing,10,2023,9704.07,76.41,126,9627.66,412.06
SKU899,Notebook,Size-Medium,Accessories,Canada,Online,Reseller,60,25.78,2,0.0144,Not Applicable,4,2023,1546.8,51.56,58,1495.24,21.53
SKU900,Headphones,Fit-10 inch,Stationery,Canada,Online,Direct,154,27.19,5,0.0421,Processing,10,2023,4187.26,135.95,149,4051.31,170.56
SKU901,Notebook,Wireless,Electronics,Asia,Online,Direct,4,24.09,4,0.0782,Not Applicable,9,2023,96.36,96.36,0,0.0,0.0
SKU902,Sneakers,Size-Medium,Apparel,Australia,Retail,Reseller,183,86.7,2,0.0218,Paid,4,2023,15866.1,173.4,181,15692.7,342.1
SKU903,T-Shirt,Type-Lined,Accessories,Europe,Online,Direct,160,87.75,8,0.0159,Pending,11,2025,14040.0,702.0,152,13338.0,212.07
SKU904,Sneakers,Color-Blue,Footwear,Australia,Retail,Reseller,6,27.33,3,0.0301,Processing,7,2024,163.98,81.99,3,81.99,2.47
SKU905,Notebook,Color-Black,Apparel,USA,Online,Subscription,103,31.6,7,0.0511,Processing,3,2024,3254.8,221.2,96,3033.6,155.02
SKU906,Headphones,Type-Lined,Electronics,Asia,Wholesale,Direct,6,77.35,2,0.0706,Paid,12,2024,464.1,154.7,4,309.4,21.84
SKU907,Headphones,Color-Blue,Office Supplies,Australia,Online,Subscription,108,6.27,6,0.094,Processing,3,2025,677.16,37.62,102,639.54,60.12
SKU908,Tablet Case,Material-Steel,Office Supplies,Canada,Distributor,Subscription,190,47.05,2,0.0841,Pending,7,2025,8939.5,94.1,188,8845.4,743.9
SKU909,Notebook,Color-Blue,Electronics,Europe,Distributor,Direct,85,44.92,6,0.0558,Pending,10,2023,3818.2,269.52,79,3548.68,198.02
SKU910,Tablet Case,Size-Medium,Office Supplies,Europe,Online,Direct,139,62.3,9,0.0487,Pending,12,2024,8659.7,560.7,130,8099.0,394.42
SKU911,Coffee Mug,Material-Steel,Home Goods,Australia,Wholesale,Direct,11,69.81,6,0.0507,Paid,2,2025,767.91,418.86,5,349.05,17.7
SKU912,T-Shirt,Material-Steel,Accessories,Asia,Online,Subscription,77,31.65,8,0.0601,Not Applicable,6,2024,2437.05,253.2,69,2183.85,131.25
SKU913,Headphones,Color-Blue,Accessories,Asia,Online,Reseller,194,15.6,3,0.0198,Pending,6,2025,3026.4,46.8,191,2979.6,59.0
SKU914,Desk Lamp,Size-Medium,Office Supplies,Australia,Online,Subscription,107,89.03,6,0.0473,Paid,7,2023,9526.21,534.18,101,8992.03,425.32
SKU915,Backpack,Size-9,Furniture,Canada,Distributor,Reseller,150,29.43,9,0.03,Paid,1,2023,4414.5,264.87,141,4149.63,124.49
SKU916,Pen Set,Type-Lined,Footwear,USA,Distributor,Reseller,172,45.7,6,0.0103,Processing,2,2025,7860.4,274.2,166,7586.2,78.14
SKU917,Notebook,Type-Lined,Furniture,Asia,Wholesale,Direct,152,64.81,2,0.0397,Not Applicable,6,2023,9851.12,129.62,150,9721.5,385.94
SKU918,Water Bottle,Size-Medium,Stationery,Canada,Wholesale,Direct,9,17.04,8,0.0307,Not Applicable,3,2025,153.36,136.32,1,17.04,0.52
SKU919,T-Shirt,Size-9,Apparel,Asia,Wholesale,Direct,23,62.48,0,0.0976,Paid,5,2023,1437.04,0.0,23,1437.04,140.26
SKU920,Pen Set,Style-Modern,Home Goods,Canada,Online,Direct,29,83.34,7,0.0106,Processing,8,2023,2416.86,583.38,22,1833.48,19.43
SKU921,Notebook,Fit-10 inch,Furniture,Australia,Retail,Subscription,65,13.61,4,0.0859,Paid,11,2025,884.65,54.44,61,830.21,71.32
SKU922,Sneakers,Size-9,Furniture,Australia,Distributor,Direct,25,39.96,8,0.0897,Processing,9,2023,999.0,319.68,17,679.32,60.94
SKU923,T-Shirt,Wireless,Apparel,USA,Retail,Reseller,12,34.15,6,0.0712,Paid,9,2024,409.8,204.9,6,204.9,14.59
SKU924,Desk Lamp,Color-Black,Electronics,USA,Wholesale,Reseller,132,57.51,1,0.0325,Pending,8,2024,7591.32,57.51,131,7533.81,244.85
SKU925,Notebook,Size-Large,Stationery,USA,Retail,Reseller,97,24.41,2,0.0262,Paid,5,2025,2367.77,48.82,95,2318.95,60.76
SKU926,Tablet Case,Color-Black,Furniture,Australia,Distributor,Direct,170,73.03,4,0.0607,Not Applicable,4,2024,12415.1,292.12,166,12122.98,735.86
SKU927,Coffee Mug,Color-Blue,Office Supplies,Canada,Wholesale,Subscription,199,90.94,3,0.0523,Paid,1,2024,18097.06,272.82,196,17824.24,932.21
SKU928,Water Bottle,Size-Large,Electronics,Europe,Wholesale,Reseller,89,54.43,3,0.028,Pending,11,2023,4844.27,163.29,86,4680.98,131.07
SKU929,Water Bottle,Type-Lined,Accessories,Australia,Retail,Reseller,47,27.77,1,0.0159,Pending,1,2024,1305.19,27.77,46,1277.42,20.31
SKU930,Sneakers,Fit-10 inch,Stationery,Asia,Retail,Direct,91,68.22,0,0.0136,Paid,2,2023,6208.02,0.0,91,6208.02,84.43
SKU931,Tablet Case,Fit-10 inch,Electronics,USA,Distributor,Subscription,22,81.25,9,0.0388,Processing,12,2023,1787.5,731.25,13,1056.25,40.98
SKU932,Pen Set,Size-Large,Apparel,Australia,Wholesale,Subscription,179,89.9,4,0.0816,Not Applicable,11,2023,16092.1,359.6,175,15732.5,1283.77
SKU933,Sneakers,Wireless,Footwear,Asia,Distributor,Subscription,198,84.32,4,0.0668,Pending,9,2024,16695.36,337.28,194,16358.08,1092.72
SKU934,Notebook,Size-Large,Apparel,USA,Retail,Subscription,75,36.4,1,0.0179,Not Applicable,10,2025,2730.0,36.4,74,2693.6,48.22
SKU935,Notebook,Style-Modern,Furniture,USA,Retail,Subscription,34,91.45,6,0.0205,Processing,11,2025,3109.3,548.7,28,2560.6,52.49
SKU936,Tablet Case,Color-Black,Apparel,Australia,Wholesale,Reseller,94,59.94,9,0.0203,Not Applicable,10,2024,5634.36,539.46,85,5094.9,103.43
SKU937,Sneakers,Size-Large,Office Supplies,Asia,Online,Subscription,116,72.51,8,0.017,Paid,5,2025,8411.16,580.08,108,7831.08,133.13
SKU938,Pen Set,Fit-10 inch,Home Goods,Europe,Retail,Reseller,124,17.46,1,0.0764,Pending,10,2025,2165.04,17.46,123,2147.58,164.08
SKU939,Coffee Mug,Color-Blue,Electronics,Canada,Wholesale,Reseller,161,48.97,5,0.0687,Processing,1,2023,7884.17,244.85,156,7639.32,524.82
SKU940,Tablet Case,Size-Large,Apparel,Europe,Online,Subscription,169,7.9,2,0.0918,Pending,3,2024,1335.1,15.8,167,1319.3,121.11
SKU941,Pen Set,Fit-10 inch,Home Goods,Canada,Distributor,Reseller,17,44.73,1,0.0533,Processing,7,2025,760.41,44.73,16,715.68,38.15
SKU942,Sneakers,Fit-10 inch,Apparel,Australia,Retail,Subscription,71,28.57,0,0.0309,Paid,8,2025,2028.47,0.0,71,2028.47,62.68
SKU943,Water Bottle,Type-Lined,Footwear,USA,Retail,Reseller,116,53.32,5,0.0232,Not Applicable,3,2025,6185.12,266.6,111,5918.52,137.31
SKU944,Sneakers,Size-Large,Electronics,Asia,Retail,Direct,61,67.33,3,0.0742,Pending,10,2025,4107.13,201.99,58,3905.14,289.76
SKU945,Sneakers,Fit-10 inch,Home Goods,Australia,Wholesale,Reseller,83,48.81,0,0.0835,Processing,12,2024,4051.23,0.0,83,4051.23,338.28
SKU946,Sneakers,Color-Black,Electronics,Canada,Retail,Reseller,35,43.44,0,0.0746,Processing,3,2025,1520.4,0.0,35,1520.4,113.42
SKU947,Sneakers,Fit-10 inch,Furniture,USA,Wholesale,Reseller,4,83.57,3,0.0226,Not Applicable,12,2023,334.28,250.71,1,83.57,1.89
SKU948,Desk Lamp,Size-Medium,Apparel,Canada,Distributor,Reseller,67,37.08,1,0.0341,Paid,4,2023,2484.36,37.08,66,2447.28,83.45
SKU949,Notebook,Size-Medium,Furniture,Asia,Wholesale,Reseller,133,28.43,1,0.0548,Pending,8,2025,3781.19,28.43,132,3752.76,205.65
SKU950,Sneakers,Style-Modern,Office Supplies,Australia,Online,Direct,129,16.88,9,0.0361,Processing,11,2025,2177.52,151.92,120,2025.6,73.12
SKU951,Water Bottle,Wireless,Accessories,Asia,Distributor,Direct,92,49.85,8,0.0608,Processing,8,2025,4586.2,398.8,84,4187.4,254.59
SKU952,Headphones,Color-Blue,Footwear,Canada,Wholesale,Subscription,141,39.53,5,0.0154,Not Applicable,8,2023,5573.73,197.65,136,5376.08,82.79
SKU953,Water Bottle,Color-Black,Furniture,Europe,Distributor,Direct,78,92.75,4,0.0578,Pending,9,2024,7234.5,371.0,74,6863.5,396.71
SKU954,Pen Set,Type-Lined,Apparel,USA,Distributor,Direct,164,77.33,1,0.081,Pending,3,2024,12682.12,77.33,163,12604.79,1020.99
SKU955,Headphones,Color-Black,Electronics,USA,Online,Direct,128,78.87,4,0.0185,Processing,10,2023,10095.36,315.48,124,9779.88,180.93
SKU956,Pen Set,Size-Medium,Electronics,Canada,Wholesale,Subscription,159,52.46,0,0.0756,Paid,5,2025,8341.14,0.0,159,8341.14,630.59
SKU957,Desk Lamp,Color-Blue,Accessories,Asia,Retail,Reseller,3,14.67,1,0.0589,Paid,6,2025,44.01,14.67,2,29.34,1.73
SKU958,Pen Set,Fit-10 inch,Footwear,Europe,Online,Reseller,148,58.92,0,0.0907,Not Applicable,5,2025,8720.16,0.0,148,8720.16,790.92
SKU959,Water Bottle,Color-Black,Apparel,USA,Online,Subscription,138,47.89,5,0.0804,Paid,2,2023,6608.82,239.45,133,6369.37,512.1
SKU960,Water Bottle,Fit-10 inch,Footwear,USA,Wholesale,Direct,193,53.98,1,0.0967,Pending,7,2025,10418.14,53.98,192,10364.16,1002.21
SKU961,Tablet Case,Wireless,Furniture,USA,Retail,Direct,20,95.48,5,0.0916,Not Applicable,7,2024,1909.6,477.4,15,1432.2,131.19
SKU962,T-Shirt,Size-Medium,Office Supplies,Asia,Distributor,Direct,115,94.77,1,0.0162,Paid,12,2024,10898.55,94.77,114,10803.78,175.02
SKU963,Backpack,Fit-10 inch,Apparel,USA,Distributor,Subscription,153,55.55,3,0.0954,Processing,4,2025,8499.15,166.65,150,8332.5,794.92
SKU964,Coffee Mug,Material-Steel,Office Supplies,Canada,Retail,Subscription,179,57.31,9,0.0428,Processing,9,2025,10258.49,515.79,170,9742.7,416.99
SKU965,Desk Lamp,Color-Blue,Home Goods,Europe,Distributor,Direct,175,13.35,7,0.0198,Not Applicable,9,2025,2336.25,93.45,168,2242.8,44.41
SKU966,Headphones,Fit-10 inch,Furniture,Canada,Wholesale,Direct,143,11.75,3,0.0272,Not Applicable,5,2024,1680.25,35.25,140,1645.0,44.74
SKU967,T-Shirt,Fit-10 inch,Footwear,Europe,Distributor,Reseller,113,25.23,2,0.0936,Pending,9,2025,2850.99,50.46,111,2800.53,262.13
SKU968,Tablet Case,Wireless,Electronics,Canada,Wholesale,Subscription,179,62.68,4,0.0858,Paid,12,2024,11219.72,250.72,175,10969.0,941.14
SKU969,Coffee Mug,Size-Medium,Office Supplies,Australia,Online,Subscription,100,59.21,7,0.0871,Processing,6,2024,5921.0,414.47,93,5506.53,479.62
SKU970,Notebook,Material-Steel,Furniture,Canada,Wholesale,Direct,137,23.99,2,0.0198,Paid,2,2024,3286.63,47.98,135,3238.65,64.13
SKU971,Headphones,Fit-10 inch,Electronics,Canada,Online,Subscription,55,13.41,6,0.0222,Paid,8,2025,737.55,80.46,49,657.09,14.59
SKU972,Coffee Mug,Fit-10 inch,Stationery,Europe,Wholesale,Subscription,174,51.71,6,0.0995,Processing,9,2025,8997.54,310.26,168,8687.28,864.38
SKU973,Desk Lamp,Material-Steel,Apparel,Canada,Online,Reseller,158,57.15,0,0.0219,Not Applicable,9,2025,9029.7,0.0,158,9029.7,197.75
SKU974,Headphones,Color-Black,Electronics,USA,Online,Direct,158,15.18,5,0.0687,Not Applicable,3,2025,2398.44,75.9,153,2322.54,159.56
SKU975,Coffee Mug,Color-Black,Apparel,USA,Retail,Direct,49,28.21,6,0.0335,Paid,4,2024,1382.29,169.26,43,1213.03,40.64
SKU976,Headphones,Type-Lined,Home Goods,Europe,Retail,Reseller,108,7.27,5,0.0942,Not Applicable,11,2023,785.16,36.35,103,748.81,70.54
SKU977,Notebook,Material-Steel,Stationery,Canada,Distributor,Direct,178,41.75,5,0.0554,Not Applicable,11,2023,7431.5,208.75,173,7222.75,400.14
SKU978,Headphones,Color-Blue,Footwear,Asia,Wholesale,Subscription,145,70.78,1,0.0925,Not Applicable,11,2023,10263.1,70.78,144,10192.32,942.79
SKU979,Sneakers,Style-Modern,Furniture,Australia,Wholesale,Direct,32,24.76,3,0.0762,Processing,3,2025,792.32,74.28,29,718.04,54.71
SKU980,Pen Set,Color-Blue,Office Supplies,Canada,Distributor,Direct,130,23.88,4,0.0274,Pending,12,2025,3104.4,95.52,126,3008.88,82.44
SKU981,Tablet Case,Wireless,Footwear,Europe,Retail,Direct,2,42.5,2,0.0329,Not Applicable,2,2025,85.0,85.0,0,0.0,0.0
SKU982,T-Shirt,Wireless,Office Supplies,Canada,Online,Direct,153,63.46,4,0.0489,Paid,7,2024,9709.38,253.84,149,9455.54,462.38
SKU983,Backpack,Type-Lined,Home Goods,USA,Online,Reseller,101,98.54,8,0.078,Not Applicable,11,2025,9952.54,788.32,93,9164.22,714.81
SKU984,Sneakers,Style-Modern,Home Goods,Europe,Retail,Subscription,43,23.0,9,0.0712,Not Applicable,6,2025,989.0,207.0,34,782.0,55.68
SKU985,Notebook,Size-9,Electronics,Europe,Wholesale,Subscription,188,93.53,1,0.0252,Processing,6,2023,17583.64,93.53,187,17490.11,440.75
SKU986,Coffee Mug,Size-Large,Footwear,Europe,Online,Subscription,123,90.04,2,0.0442,Paid,10,2024,11074.92,180.08,121,10894.84,481.55
