age,gender,location,time_on_site,pages_visited,num_purchases,customer_rating,product_id,category_id,price,discount,in_stock,delivery_time,user_id,device_type,session_duration,orders_completed,support_interactions,marketing_channel,target,bid_amount,product_value
60,Male,Rural,463,34,15,3,85,17,316,0,False,5,1837,Tablet,1896,11,2,Email,0,89.42376616448605,316
53,Female,Rural,385,38,7,4,167,16,25,0,True,3,496,Mobile,131,0,5,Organic Search,0,48.3601840381146,25
30,Female,Rural,65,25,3,1,460,7,45,0,True,10,302,Tablet,1420,11,5,Paid Ads,0,33.08290713861591,45
22,Male,Urban,453,4,7,1,50,0,125,0,True,3,61,Desktop,2397,2,2,Organic Search,1,49.776541071052485,125
26,Male,Urban,115,49,20,4,66,8,260,0,False,7,597,Desktop,1110,4,5,Paid Ads,0,33.37794355617166,260
18,Other,Suburban,507,48,15,3,355,5,262,0,True,4,1361,Tablet,3314,11,2,Social Media,0,99.75205415679753,262
47,Other,Suburban,312,2,2,5,337,10,427,0,True,8,1430,Mobile,418,9,1,Social Media,0,15.960168379179786,427
44,Other,Rural,512,26,5,3,184,7,343,0,False,8,127,Tablet,549,4,1,Organic Search,1,96.22283729799675,343
38,Male,Urban,190,34,19,2,213,3,304,0,False,6,217,Desktop,1623,3,3,Paid Ads,0,64.93730450134059,304
27,Male,Rural,248,4,11,2,342,12,273,0,True,3,202,Mobile,555,2,0,Social Media,0,10.924578732493167,273
51,Other,Rural,75,10,15,5,136,15,33,0,False,2,1336,Tablet,1323,1,2,Organic Search,1,38.84753625213479,33
20,Male,Urban,480,17,3,1,301,14,250,0,True,2,1067,Mobile,843,3,1,Organic Search,1,75.28041491326486,250
41,Female,Suburban,180,46,11,4,7,1,266,0,True,8,612,Tablet,101,12,0,Social Media,1,53.862600054728595,266
23,Male,Urban,105,21,5,2,281,4,226,0,False,9,1278,Mobile,1584,7,1,Paid Ads,1,85.84666211804343,226
27,Female,Urban,537,27,18,5,182,18,39,0,False,1,1630,Mobile,1979,8,1,Email,1,15.479254201997854,39
48,Other,Urban,323,34,2,3,411,6,142,0,True,10,8,Mobile,932,0,0,Organic Search,1,38.84012969812325,142
55,Other,Suburban,170,12,19,2,135,6,135,0,False,10,677,Mobile,1566,8,1,Email,0,12.054361750138142,135
42,Female,Rural,463,42,12,1,138,6,52,0,False,7,1886,Desktop,1889,9,3,Social Media,1,99.09501487696117,52
55,Male,Suburban,402,14,7,5,377,16,225,0,False,4,247,Mobile,3229,0,3,Organic Search,0,53.664451083433335,225
54,Female,Urban,474,37,20,4,349,9,250,0,False,7,874,Mobile,1816,6,2,Social Media,1,16.620766281612788,250
22,Male,Rural,287,46,1,3,479,19,308,0,False,5,1194,Tablet,2324,14,5,Email,0,93.14551434309976,308
51,Other,Suburban,302,3,4,2,382,10,250,0,False,3,1699,Desktop,1276,1,4,Organic Search,1,13.466711222779665,250
66,Male,Suburban,112,22,5,4,446,19,371,0,True,6,1329,Tablet,2590,13,4,Social Media,0,96.56045041483382,371
55,Female,Rural,13,4,8,1,30,16,451,0,True,6,1132,Desktop,1668,4,0,Paid Ads,0,52.653446636515966,451
47,Female,Rural,451,21,2,1,57,19,441,0,True,2,679,Desktop,3042,10,5,Paid Ads,0,22.218734438697297,441
51,Male,Rural,446,18,19,3,28,10,81,0,True,6,373,Desktop,2508,14,5,Organic Search,0,89.47822142587287,81
52,Female,Suburban,280,36,13,4,410,1,497,0,False,9,973,Desktop,808,8,4,Social Media,0,27.62583253033253,497
22,Other,Urban,20,19,7,3,361,18,67,0,False,8,725,Mobile,2532,2,1,Paid Ads,1,16.65086612165267,67
24,Other,Urban,91,27,9,2,122,15,304,0,True,5,100,Tablet,3464,0,4,Organic Search,1,95.84472319943742,304
26,Other,Urban,541,26,20,5,456,6,341,0,False,5,610,Desktop,475,5,0,Social Media,0,40.300365023240104,341
69,Other,Suburban,234,6,7,3,385,8,465,0,False,3,1094,Desktop,3394,4,2,Social Media,1,85.2875668216965,465
49,Other,Urban,217,11,12,3,52,3,254,0,True,8,1975,Tablet,1355,4,5,Organic Search,0,27.356173103753036,254
30,Male,Urban,447,2,19,3,475,14,136,0,True,6,906,Tablet,2688,1,0,Paid Ads,0,41.510273562886155,136
52,Male,Urban,117,45,7,5,459,14,65,0,False,8,1473,Desktop,3297,15,4,Social Media,0,11.174269627188943,65
33,Other,Suburban,183,41,15,2,6,5,483,0,True,3,1074,Mobile,1596,8,4,Paid Ads,0,70.05951474677084,483
69,Other,Rural,392,3,14,3,21,7,135,0,True,6,1336,Tablet,1785,6,2,Paid Ads,1,73.4034031725148,135
27,Female,Suburban,451,1,4,4,120,9,457,0,True,5,1721,Desktop,1616,13,4,Organic Search,0,24.67637925086049,457
57,Male,Suburban,231,30,8,2,260,13,213,0,False,7,768,Mobile,1250,11,0,Paid Ads,0,39.52843311655124,213
45,Other,Rural,19,30,9,3,161,2,439,0,False,8,1537,Tablet,503,7,5,Organic Search,1,36.023325977716354,439
34,Other,Suburban,51,15,4,2,323,2,318,0,True,10,1053,Tablet,1598,15,4,Social Media,0,59.54260526225976,318
22,Female,Urban,279,5,7,5,46,5,226,0,False,2,742,Mobile,2044,1,2,Paid Ads,0,63.88276025106994,226
41,Female,Rural,476,12,9,4,405,3,29,0,False,10,1439,Mobile,1131,4,1,Social Media,0,13.774953383528668,29
33,Male,Rural,264,48,0,1,104,10,299,0,True,9,811,Desktop,374,2,1,Email,0,60.82636424935512,299
57,Female,Rural,595,47,19,3,467,8,214,0,True,1,1106,Desktop,1052,7,0,Social Media,0,43.62003607560694,214
65,Other,Rural,129,8,1,2,146,18,61,0,True,6,600,Tablet,281,12,5,Email,0,26.09946116649765,61
55,Female,Urban,480,42,12,4,379,1,132,0,False,8,1714,Desktop,1177,13,1,Organic Search,0,86.67110008650832,132
49,Other,Urban,478,12,3,2,318,3,66,0,False,7,1978,Tablet,786,13,0,Organic Search,0,89.7493427245639,66
22,Other,Suburban,54,16,11,4,349,3,45,0,True,8,314,Desktop,3041,9,2,Email,0,11.203034424275108,45
22,Male,Rural,423,1,15,3,208,19,255,0,False,2,1038,Desktop,3493,7,1,Email,0,80.12452822764733,255
39,Female,Suburban,214,49,18,1,343,3,16,0,True,6,1329,Mobile,3126,2,0,Organic Search,0,70.6965329012552,16
48,Female,Rural,66,45,4,5,90,11,157,0,True,6,532,Tablet,1296,9,3,Organic Search,0,69.86668148831586,157
19,Female,Rural,422,28,11,2,381,7,500,0,True,8,1508,Mobile,1128,15,4,Social Media,0,55.4664459048555,500
56,Other,Rural,308,4,7,5,251,5,74,0,True,5,1215,Desktop,1731,11,2,Organic Search,0,78.98606393308772,74
20,Female,Rural,306,27,3,2,271,9,252,0,False,5,152,Desktop,678,1,1,Organic Search,0,71.23114174399497,252
19,Female,Rural,46,49,1,5,494,2,180,0,False,3,54,Desktop,2878,0,1,Paid Ads,0,52.00778554036893,180
39,Male,Suburban,139,3,5,2,71,13,424,0,False,6,887,Mobile,372,5,3,Email,0,10.479389985410485,424
38,Female,Suburban,145,42,4,3,412,19,337,0,False,7,922,Desktop,2259,11,1,Social Media,1,66.22135296779167,337
63,Female,Rural,410,6,17,3,405,11,432,0,True,5,47,Tablet,585,1,0,Email,1,81.44213498447382,432
34,Other,Urban,544,36,20,5,214,17,472,0,True,7,1218,Desktop,2257,7,4,Organic Search,0,38.34646341642635,472
22,Male,Suburban,374,2,10,1,106,17,471,0,True,3,935,Desktop,1720,4,3,Organic Search,0,29.600974992204268,471
33,Female,Suburban,210,3,17,1,84,17,443,0,True,4,324,Tablet,1489,3,0,Social Media,1,18.862978376731405,443
41,Female,Urban,263,48,2,2,147,16,45,0,True,7,1821,Desktop,2464,8,1,Email,0,43.075028050154266,45
37,Male,Urban,537,48,4,3,497,0,417,0,True,1,349,Desktop,1642,7,0,Organic Search,1,28.16948384771224,417
56,Male,Rural,263,46,16,3,297,15,67,0,True,4,1121,Mobile,1373,9,0,Email,0,40.83746748434014,67
39,Female,Suburban,534,7,8,1,436,7,154,0,True,6,1012,Tablet,137,12,0,Social Media,0,33.67786530961136,154
27,Female,Urban,330,29,19,2,267,15,410,0,True,2,413,Mobile,2760,7,4,Email,0,55.136348160775114,410
35,Other,Suburban,91,12,18,4,469,1,227,0,False,1,1390,Desktop,2768,0,0,Email,0,91.10841071652553,227
59,Female,Rural,547,43,8,4,120,5,26,0,False,3,1043,Mobile,1147,9,0,Social Media,0,97.91583168309504,26
26,Other,Rural,587,17,4,1,212,5,470,0,False,1,1986,Desktop,2852,14,4,Paid Ads,0,19.334365393712105,470
53,Male,Urban,473,14,0,3,4,5,487,0,True,2,1255,Tablet,956,10,0,Social Media,0,15.574612273785487,487
21,Male,Urban,204,44,4,3,251,1,98,0,False,1,147,Mobile,2927,11,4,Organic Search,0,33.884549330197274,98
66,Male,Rural,29,2,4,2,75,14,305,0,False,6,1885,Mobile,748,3,0,Email,0,32.357796290709494,305
30,Male,Urban,517,36,4,2,139,17,440,0,True,7,1935,Tablet,217,6,5,Email,1,15.895861562887593,440
62,Male,Suburban,19,38,1,4,174,1,207,0,False,2,1928,Mobile,3447,15,0,Email,1,14.36771728632257,207
55,Other,Rural,363,11,10,5,379,13,326,0,False,4,1650,Tablet,3595,10,4,Paid Ads,0,81.43290120105813,326
68,Other,Rural,310,5,8,2,239,1,451,0,False,3,560,Mobile,775,2,5,Paid Ads,1,19.34015720089263,451
41,Other,Suburban,342,10,3,5,70,12,163,0,True,8,1033,Mobile,2144,15,4,Email,0,85.08742863278175,163
20,Other,Rural,398,31,7,2,260,2,139,0,False,7,970,Mobile,3132,4,2,Paid Ads,0,25.221588951468043,139
58,Male,Suburban,456,38,17,2,336,16,293,0,True,3,480,Mobile,3025,2,4,Social Media,1,62.67183010946725,293
63,Other,Suburban,539,48,15,3,108,16,194,0,False,1,140,Tablet,2574,10,3,Social Media,1,34.83281756008303,194
49,Female,Suburban,289,40,15,2,157,18,209,0,False,7,1026,Desktop,3107,14,1,Email,0,32.07479306255254,209
66,Other,Urban,30,31,16,3,480,1,12,0,True,3,726,Tablet,2639,14,0,Paid Ads,0,89.15945668983936,12
67,Female,Rural,323,8,12,5,276,5,81,0,True,7,223,Desktop,2725,2,4,Social Media,0,52.95989553859319,81
22,Male,Rural,109,21,20,4,312,4,263,0,True,1,1460,Desktop,3017,12,1,Paid Ads,1,91.72779316324159,263
25,Female,Urban,440,11,14,1,290,3,70,0,True,9,1581,Desktop,1397,0,4,Social Media,0,60.45304376271092,70
52,Other,Suburban,181,46,18,3,311,8,191,0,True,4,1255,Tablet,79,10,0,Social Media,0,53.0861318920275,191
66,Male,Rural,134,25,1,2,43,13,449,0,True,1,825,Mobile,644,15,0,Social Media,1,15.83915352330811,449
22,Male,Suburban,582,43,8,1,351,8,419,0,False,6,554,Mobile,3246,14,2,Email,0,70.17613901550223,419
62,Male,Urban,238,22,16,1,240,1,108,0,False,5,1929,Desktop,758,11,0,Paid Ads,0,37.73890086598503,108
19,Other,Rural,336,2,5,2,261,12,262,0,True,8,1069,Tablet,2397,11,5,Social Media,0,10.554623463108703,262
39,Male,Urban,580,6,9,5,46,19,131,0,True,3,1608,Mobile,1571,13,3,Organic Search,0,18.635242434555675,131
51,Female,Urban,223,29,2,5,382,3,214,0,False,3,108,Desktop,3300,10,2,Organic Search,1,84.2494764330388,214
66,Other,Suburban,36,32,17,1,203,12,411,0,False,9,520,Tablet,1238,6,2,Social Media,0,93.29898286058982,411
57,Female,Suburban,174,8,1,1,499,11,127,0,False,5,23,Mobile,1427,10,3,Paid Ads,1,44.06515965737367,127
55,Male,Rural,235,4,8,2,179,2,196,0,True,6,248,Mobile,200,10,5,Email,0,20.152384171470587,196
28,Male,Suburban,112,18,20,4,371,3,326,0,True,6,822,Mobile,1455,1,1,Email,0,49.992935593563736,326
67,Male,Rural,334,19,1,4,212,14,149,0,False,1,550,Tablet,2594,15,0,Email,0,33.30375248607244,149
37,Other,Rural,84,46,9,1,204,0,96,0,True,4,1877,Tablet,2673,11,4,Social Media,1,75.47737423571834,96
70,Female,Suburban,364,42,13,5,118,10,29,0,False,1,1591,Desktop,3151,8,1,Email,0,27.344228177783894,29
58,Female,Urban,236,49,5,5,10,13,170,0,True,8,1609,Mobile,1036,7,0,Email,0,85.4788686345419,170
31,Other,Rural,525,10,15,1,145,6,269,0,True,4,46,Desktop,257,9,2,Social Media,0,89.1938542464305,269
36,Female,Rural,553,50,8,3,440,1,20,0,False,1,868,Tablet,884,7,2,Social Media,0,72.26903850839003,20
68,Male,Urban,338,50,4,4,23,3,272,0,False,6,595,Mobile,832,6,5,Social Media,0,81.33292845725198,272
67,Male,Suburban,355,25,5,2,265,18,350,0,False,9,1664,Tablet,1019,5,0,Social Media,0,70.68743476435046,350
19,Female,Rural,100,2,0,5,220,16,482,0,False,2,1454,Desktop,398,15,2,Email,0,25.41406080987271,482
46,Other,Urban,427,16,17,1,421,8,91,0,True,3,1047,Mobile,1895,8,1,Organic Search,0,46.52564033547913,91
28,Other,Rural,15,22,10,3,451,9,218,0,True,7,1481,Tablet,1486,9,4,Paid Ads,0,29.07085173425147,218
66,Other,Urban,90,40,1,5,175,8,15,0,False,1,1757,Mobile,2132,13,0,Email,1,11.543747613239033,15
37,Male,Urban,122,17,5,3,356,2,461,0,False,5,1719,Tablet,3276,5,1,Organic Search,0,40.68677542114125,461
21,Male,Urban,277,14,19,5,159,3,299,0,False,1,1682,Desktop,2381,5,0,Paid Ads,1,51.397104947015755,299
31,Female,Urban,245,21,9,3,303,7,70,0,True,1,1754,Mobile,2109,5,0,Organic Search,0,78.402237532813,70
59,Male,Suburban,146,22,19,5,39,12,424,0,False,4,548,Desktop,3203,13,2,Social Media,0,63.34151710508821,424
44,Male,Suburban,234,9,0,1,12,1,270,0,False,9,1972,Tablet,2249,8,5,Email,1,85.6265112553845,270
56,Other,Rural,107,12,15,1,8,0,161,0,True,1,1866,Mobile,1455,11,2,Paid Ads,0,94.33588943717297,161
21,Other,Suburban,19,23,17,4,173,6,57,0,False,3,725,Tablet,2401,2,3,Organic Search,1,73.51859612096771,57
46,Other,Rural,453,23,11,1,68,10,471,0,True,2,1698,Mobile,3471,3,4,Email,0,77.78979477652904,471
44,Other,Suburban,89,26,10,1,18,16,243,0,True,1,1860,Mobile,2610,10,3,Email,1,14.785991859945618,243
67,Other,Urban,513,15,1,1,376,3,303,0,True,4,635,Mobile,922,10,0,Social Media,0,89.47330419883113,303
33,Male,Urban,15,1,14,4,432,9,196,0,True,7,902,Mobile,2525,1,4,Social Media,0,24.945744994714616,196
52,Other,Suburban,128,39,3,3,95,15,233,0,False,7,1099,Mobile,945,0,0,Organic Search,0,51.746444911488716,233
50,Female,Urban,434,19,5,1,51,7,88,0,True,6,555,Desktop,245,10,2,Organic Search,0,90.171049033014,88
32,Other,Suburban,271,27,10,3,217,7,96,0,True,8,1553,Desktop,1671,1,0,Social Media,0,52.22720059726116,96
65,Male,Suburban,587,13,5,4,180,2,468,0,False,7,1087,Desktop,3353,11,2,Social Media,1,38.973321706016925,468
39,Male,Urban,482,39,6,4,232,8,423,0,False,7,1627,Desktop,3050,10,2,Email,0,17.798709084746868,423
18,Other,Urban,28,46,1,3,92,3,78,0,False,8,401,Mobile,2300,10,2,Paid Ads,0,57.41049771558849,78
33,Female,Urban,473,27,14,1,381,16,380,0,True,2,1388,Mobile,1164,13,2,Email,0,17.06556731086025,380
65,Other,Rural,392,27,11,1,101,10,422,0,True,1,1436,Mobile,934,15,5,Email,0,26.391076630431495,422
42,Male,Suburban,194,15,19,3,362,13,225,0,False,2,1714,Mobile,3231,10,0,Email,0,12.715353726213051,225
44,Other,Rural,71,10,14,5,175,18,218,0,True,4,1508,Mobile,988,14,4,Social Media,0,16.00436115900368,218
23,Female,Urban,193,47,10,3,417,13,494,0,True,7,119,Desktop,1173,5,0,Paid Ads,0,38.290249821071626,494
25,Female,Urban,148,9,16,4,165,0,200,0,False,7,1034,Mobile,1457,11,1,Social Media,0,43.8072459776693,200
37,Female,Suburban,222,41,5,4,423,13,91,0,False,8,327,Desktop,2423,5,5,Email,1,30.37460629872034,91
64,Other,Suburban,422,20,9,5,376,19,247,0,False,5,1597,Mobile,1355,10,1,Social Media,0,30.732235843592623,247
54,Female,Urban,582,11,3,4,89,3,389,0,False,4,903,Mobile,2075,1,2,Paid Ads,0,52.05691276582576,389
58,Male,Urban,121,13,18,3,304,17,33,0,True,9,946,Mobile,2934,2,1,Social Media,0,93.48928446907345,33
18,Male,Urban,377,18,10,5,120,19,150,0,True,5,1847,Desktop,2757,15,1,Organic Search,1,82.09574509628816,150
37,Female,Rural,208,29,19,3,323,19,25,0,False,3,1027,Desktop,1237,0,2,Organic Search,1,65.46235930055732,25
18,Male,Urban,221,7,1,2,29,11,266,0,True,5,650,Mobile,657,3,1,Social Media,0,94.66622842023136,266
55,Female,Urban,251,7,1,4,345,7,113,0,True,8,1804,Tablet,3144,9,0,Email,1,36.58330422458531,113
36,Female,Rural,291,29,1,3,166,10,171,0,False,9,968,Mobile,945,11,0,Email,0,17.098009840819028,171
59,Female,Suburban,462,29,15,3,4,0,491,0,False,2,862,Tablet,137,7,3,Paid Ads,0,22.25128048963562,491
47,Female,Urban,296,35,6,3,311,7,169,0,False,1,1337,Mobile,518,4,2,Email,0,72.00171655084614,169
36,Other,Urban,70,7,14,2,273,14,338,0,True,6,1136,Mobile,2152,0,2,Organic Search,0,55.47757701990068,338
59,Male,Urban,532,42,8,5,382,12,390,0,True,3,1354,Tablet,1130,3,2,Paid Ads,1,42.16532633603935,390
52,Other,Suburban,219,42,12,5,382,10,269,0,False,4,1930,Mobile,167,10,2,Email,1,61.95232053372268,269
50,Male,Suburban,316,11,12,1,156,2,439,0,True,3,117,Tablet,559,14,5,Paid Ads,1,14.458157830157461,439
33,Male,Rural,571,46,15,4,176,6,497,0,False,1,244,Mobile,2231,11,3,Email,1,48.453283619034615,497
24,Male,Suburban,245,12,6,1,416,9,295,0,False,5,806,Desktop,3120,2,0,Email,0,47.995338556150756,295
43,Male,Suburban,126,41,18,1,174,16,407,0,False,9,1739,Tablet,226,1,4,Social Media,0,55.9774763706049,407
70,Other,Rural,265,44,11,1,446,15,130,0,True,10,748,Tablet,1635,12,4,Email,0,45.82991224692111,130
42,Other,Suburban,90,9,4,3,181,14,74,0,False,1,598,Mobile,352,8,3,Organic Search,0,69.89861255109705,74
61,Other,Suburban,386,34,1,2,184,6,332,0,True,8,1466,Tablet,247,12,0,Social Media,0,86.18404417947657,332
43,Male,Rural,226,46,12,2,196,7,54,0,False,8,1269,Desktop,493,3,0,Email,1,84.14652065385636,54
68,Other,Rural,356,16,4,5,441,13,160,0,True,3,1889,Mobile,3372,8,0,Email,1,59.580362013136735,160
70,Female,Rural,212,1,10,2,221,13,119,0,True,10,1682,Mobile,3035,9,3,Paid Ads,0,63.769718729378006,119
34,Male,Suburban,235,46,13,3,34,0,176,0,False,3,83,Mobile,1347,10,0,Social Media,0,42.02910409827815,176
19,Male,Suburban,220,16,3,2,129,9,372,0,True,10,41,Tablet,1304,5,5,Organic Search,0,76.48531166890398,372
64,Male,Urban,394,15,7,4,413,13,346,0,False,5,712,Tablet,2489,5,2,Email,0,54.598183859889225,346
41,Other,Urban,304,42,11,2,343,12,31,0,False,9,1383,Tablet,246,13,3,Social Media,0,24.4994100950372,31
29,Male,Suburban,337,42,3,1,223,11,335,0,True,3,1292,Tablet,966,4,2,Social Media,1,23.08193160994761,335
32,Other,Urban,44,24,3,3,349,17,178,0,False,8,1572,Desktop,2608,9,1,Paid Ads,0,33.93499865979699,178
31,Female,Suburban,384,18,17,1,52,19,462,0,True,10,1167,Tablet,2312,14,0,Email,0,30.070800699217116,462
23,Other,Suburban,354,33,10,3,458,19,347,0,False,5,682,Desktop,3142,1,1,Email,1,85.37605336434085,347
44,Male,Suburban,209,27,17,1,18,0,106,0,True,4,1031,Tablet,3009,4,0,Social Media,0,46.19514066682135,106
61,Male,Rural,425,13,11,4,114,17,190,0,True,8,562,Mobile,512,15,0,Organic Search,1,70.60563814890702,190
25,Male,Suburban,274,14,0,4,397,12,275,0,False,2,1666,Mobile,2629,12,4,Paid Ads,1,83.94695269281723,275
44,Male,Urban,314,46,10,5,473,12,131,0,True,4,206,Desktop,542,13,1,Social Media,0,45.399140894015574,131
32,Male,Rural,207,46,7,1,281,17,389,0,True,10,1406,Desktop,569,8,2,Paid Ads,0,26.897741987135326,389
56,Other,Rural,332,38,13,5,487,2,366,0,False,10,1343,Desktop,2246,4,4,Social Media,0,84.89655491345819,366
20,Female,Suburban,156,42,14,1,92,13,80,0,True,8,1014,Tablet,708,1,0,Email,1,99.7264039321736,80
51,Male,Suburban,370,39,10,5,432,15,17,0,True,1,1322,Tablet,3577,13,2,Organic Search,0,80.90448689854598,17
65,Female,Rural,94,29,18,4,283,16,264,0,False,9,428,Tablet,657,13,2,Paid Ads,0,79.95044020678685,264
60,Male,Rural,14,45,8,3,52,19,420,0,True,5,109,Tablet,644,0,1,Organic Search,0,19.529778233992303,420
30,Female,Rural,279,5,6,3,466,15,205,0,False,10,977,Tablet,1681,13,4,Organic Search,0,73.26776914985592,205
34,Other,Rural,595,33,8,5,72,11,218,0,False,6,1462,Desktop,2103,3,5,Social Media,1,92.04107911948577,218
61,Other,Suburban,110,38,5,2,335,8,18,0,False,10,1006,Desktop,1934,3,4,Paid Ads,0,97.85475907956369,18
53,Male,Urban,53,5,19,5,151,18,235,0,True,2,1342,Tablet,1833,14,5,Email,0,75.81601059595789,235
20,Female,Rural,35,5,12,3,447,0,340,0,True,5,1644,Mobile,2028,15,2,Email,0,64.8897981645859,340
47,Other,Urban,536,28,17,5,189,4,167,0,False,7,1698,Tablet,3548,4,2,Organic Search,0,67.81085234255974,167
41,Male,Rural,95,50,10,2,354,4,102,0,False,6,794,Desktop,1585,9,3,Email,1,31.189175467664214,102
64,Female,Suburban,593,4,16,2,495,9,426,0,True,3,123,Desktop,137,7,0,Paid Ads,0,25.123398473192704,426
54,Other,Suburban,42,39,5,4,275,7,81,0,False,10,1511,Tablet,1018,4,2,Social Media,0,30.368074441639195,81
60,Other,Urban,43,12,10,3,153,4,137,0,True,10,1244,Mobile,1196,10,3,Email,0,69.6253542350089,137
49,Male,Rural,371,21,19,3,398,12,35,0,True,6,517,Tablet,2746,3,2,Social Media,1,12.796908339136959,35
61,Female,Suburban,502,23,12,1,193,2,228,0,False,10,955,Mobile,1633,11,3,Social Media,1,87.49059670357987,228
42,Female,Suburban,13,11,0,3,2,15,424,0,False,5,198,Desktop,915,1,4,Social Media,0,29.27734454550893,424
53,Female,Suburban,51,42,17,1,146,5,192,0,False,9,1928,Desktop,801,9,5,Organic Search,0,20.802952764543782,192
40,Female,Suburban,54,1,10,5,107,0,207,0,False,5,957,Desktop,1211,1,2,Social Media,0,26.84600962254801,207
36,Other,Rural,175,20,12,1,349,18,49,0,True,6,1314,Desktop,3479,6,1,Email,0,48.905856459606824,49
30,Female,Urban,368,46,7,1,92,4,309,0,False,4,662,Mobile,3241,11,2,Organic Search,0,18.71627307608662,309
46,Other,Urban,211,29,5,1,231,5,452,0,False,8,509,Tablet,1984,8,1,Social Media,1,76.40854436275902,452
63,Male,Rural,246,9,3,2,295,19,362,0,True,3,1413,Tablet,2494,12,1,Organic Search,0,57.069690346694486,362
18,Female,Suburban,562,45,0,5,416,6,226,0,False,9,1909,Desktop,638,8,3,Email,0,64.95770572672251,226
19,Male,Suburban,12,13,17,2,411,17,25,0,False,7,193,Tablet,2042,7,5,Paid Ads,1,97.98719888077883,25
32,Female,Urban,243,38,5,1,158,5,231,0,False,5,448,Desktop,2013,2,5,Social Media,0,97.54363591482851,231
65,Other,Suburban,442,41,12,4,15,5,189,0,False,3,1778,Tablet,1591,14,2,Organic Search,0,51.504308253486506,189
32,Male,Rural,234,21,9,5,347,16,456,0,False,10,922,Desktop,2434,10,4,Email,1,56.98417752358627,456
38,Other,Urban,500,1,20,4,431,17,477,0,False,7,1147,Tablet,2263,7,2,Email,0,35.71283601926217,477
42,Male,Rural,252,30,8,2,312,12,231,0,True,9,1599,Tablet,3392,7,2,Email,0,43.98049198077331,231
28,Male,Rural,387,27,3,4,41,2,498,0,False,1,1362,Mobile,2046,0,1,Organic Search,1,35.672179760050454,498
45,Male,Suburban,463,10,15,4,148,17,471,0,False,3,655,Desktop,3503,7,2,Organic Search,1,25.015062592190823,471
42,Female,Suburban,459,30,8,4,179,7,192,0,True,8,1207,Desktop,2693,2,1,Paid Ads,0,24.430078342861457,192
40,Other,Urban,520,42,12,4,248,12,459,0,False,4,1117,Tablet,1907,12,3,Social Media,1,57.01539919566119,459
49,Other,Suburban,462,31,2,1,407,17,47,0,False,1,1526,Mobile,1369,9,5,Paid Ads,0,97.83859067634823,47
20,Other,Rural,100,40,20,4,7,11,134,0,False,4,996,Desktop,1383,7,3,Social Media,1,99.0184721370828,134
66,Other,Rural,385,34,7,5,144,8,182,0,True,4,1855,Desktop,1331,15,0,Organic Search,0,26.9003035562487,182
18,Female,Suburban,463,33,6,3,233,0,445,0,True,10,479,Tablet,3054,5,3,Email,0,40.75586657874095,445
43,Female,Rural,26,4,4,2,160,4,208,0,False,5,1111,Tablet,1790,15,1,Organic Search,0,53.12955012725895,208
42,Female,Urban,158,16,3,2,422,9,245,0,False,5,1458,Tablet,1493,9,5,Organic Search,0,88.27198013918444,245
29,Other,Suburban,365,2,17,2,426,13,465,0,True,4,768,Mobile,3344,3,4,Social Media,0,55.231801632913566,465
24,Other,Rural,411,46,13,4,12,15,111,0,False,5,1090,Desktop,3451,2,3,Social Media,0,88.75213934622911,111
62,Male,Urban,218,25,13,4,392,9,399,0,True,3,1799,Desktop,1759,0,2,Paid Ads,0,36.34834152312138,399
20,Other,Urban,87,22,3,2,322,9,130,0,False,8,872,Desktop,2677,3,4,Paid Ads,0,83.27443454515793,130
26,Other,Rural,29,6,16,2,42,17,233,0,True,4,917,Desktop,2387,8,1,Paid Ads,0,41.00826565885042,233
45,Male,Rural,42,25,5,2,313,8,25,0,False,1,621,Mobile,140,11,2,Social Media,0,74.81151672669519,25
55,Female,Urban,293,31,3,5,418,1,254,0,True,10,650,Mobile,2856,4,2,Organic Search,0,60.632655120324955,254
54,Female,Urban,490,41,19,4,354,19,356,0,True,10,1654,Tablet,1484,14,2,Organic Search,0,69.0265981339476,356
31,Female,Suburban,123,18,9,4,40,8,212,0,False,3,1497,Tablet,1980,12,4,Organic Search,0,33.26105395041139,212
45,Female,Rural,318,43,11,5,423,8,133,0,False,8,45,Desktop,1593,3,3,Paid Ads,0,23.115327439871812,133
47,Female,Urban,340,49,18,3,243,2,436,0,False,6,33,Desktop,3233,13,0,Paid Ads,0,31.908899940652656,436
54,Other,Suburban,370,12,3,5,364,15,129,0,False,6,100,Mobile,2113,4,0,Email,0,48.13841464658028,129
46,Male,Urban,47,6,8,5,327,17,362,0,True,5,100,Desktop,1043,14,2,Paid Ads,1,38.59578990808747,362
40,Other,Urban,174,15,14,4,97,9,321,0,True,1,1492,Desktop,1988,13,1,Social Media,0,30.098302403323654,321
20,Other,Suburban,283,46,0,4,52,7,295,0,True,3,178,Mobile,342,12,2,Social Media,1,87.07768185555305,295
49,Female,Urban,409,5,3,5,55,17,93,0,True,5,811,Mobile,2038,13,1,Paid Ads,0,98.24975239084252,93
64,Female,Rural,41,27,12,2,466,19,70,0,True,4,469,Tablet,242,6,1,Social Media,0,12.343518709850343,70
26,Female,Suburban,557,2,10,2,326,13,267,0,False,5,259,Desktop,1946,3,0,Paid Ads,1,64.28422445102021,267
18,Male,Urban,190,33,8,4,350,15,353,0,True,6,1794,Mobile,1672,0,3,Paid Ads,0,44.23137003149666,353
